Premium Price,Conversion,Customer Age,Customer Gender,Location,Vehicle Make,Vehicle Age,Coverage Type,Claims History,Discounts Offered,Policy Duration,Customer Loyalty,Marketing Channel,Competitor Pricing,Sales Campaigns
927,0.0,45,Other,Suburban,Hyundai,11,Collision,0,341,12,6,Referral,915,0
1055,0.0,36,Male,Rural,Ford,11,Comprehensive,1,271,6,9,Referral,1117,1
616,0.0,21,Other,Rural,Honda,4,Liability,0,257,6,4,Agent,756,1
527,0.0,39,Male,Suburban,Chevrolet,12,Comprehensive,4,462,12,5,Referral,616,4
259,0.0,39,Female,Suburban,Mercedes,11,Liability,0,197,6,2,Online,374,2
248,0.0,54,Other,Rural,BMW,3,Liability,1,406,12,4,Online,69,1
875,0.0,56,Male,Urban,Mercedes,5,Third-Party,1,381,12,9,Television,1058,0
1353,0.0,51,Other,Rural,Volkswagen,18,Third-Party,1,117,6,2,Social Media,1165,4
166,0.0,50,Other,Rural,Ford,5,Comprehensive,4,155,6,4,Online,202,3
1113,0.0,61,Female,Rural,Mercedes,5,Liability,2,127,6,9,Referral,1110,3
480,0.0,59,Female,Suburban,Hyundai,10,Third-Party,4,42,12,0,Agent,406,3
157,0.0,57,Female,Urban,BMW,13,Collision,1,62,6,0,Referral,0,4
1382,0.0,50,Female,Urban,Toyota,2,Third-Party,4,380,12,9,Social Media,1462,1
441,0.0,29,Other,Suburban,Volkswagen,7,Comprehensive,3,144,6,5,Social Media,592,2
1253,0.0,19,Other,Rural,Chevrolet,3,Collision,3,419,6,7,Online,1107,3
826,0.0,45,Male,Suburban,Volkswagen,15,Collision,2,274,12,3,Online,654,1
1295,0.0,27,Male,Suburban,Chevrolet,17,Liability,4,388,12,6,Referral,1334,3
869,0.0,39,Male,Urban,Volkswagen,6,Liability,4,22,12,4,Television,959,3
713,0.0,34,Female,Urban,Hyundai,10,Liability,3,363,6,1,Referral,844,3
1332,0.0,43,Other,Suburban,BMW,7,Liability,1,274,12,4,Online,1211,0
453,0.0,20,Other,Suburban,BMW,19,Third-Party,0,383,6,1,Television,581,4
215,0.0,24,Male,Urban,Ford,5,Comprehensive,1,128,6,8,Television,219,4
1387,0.0,61,Male,Urban,Hyundai,15,Comprehensive,2,410,12,0,Online,1262,0
761,0.0,25,Other,Rural,Chevrolet,4,Liability,0,298,6,2,Referral,906,3
552,0.0,37,Female,Suburban,Honda,5,Third-Party,1,280,6,0,Agent,750,4
386,0.0,29,Male,Rural,Ford,5,Third-Party,4,181,6,4,Online,509,4
1426,0.0,52,Male,Rural,Honda,1,Third-Party,4,261,12,3,Referral,1530,4
1116,0.0,34,Other,Rural,Chevrolet,6,Comprehensive,3,227,6,5,Agent,1117,3
410,0.0,45,Other,Urban,Hyundai,8,Liability,4,250,12,4,Social Media,253,3
307,0.0,58,Male,Rural,Mercedes,14,Third-Party,4,80,12,6,Social Media,144,4
717,0.0,27,Male,Urban,Kia,13,Third-Party,2,75,6,6,Social Media,628,2
545,0.0,39,Female,Urban,BMW,12,Liability,0,280,6,9,Agent,612,1
769,0.0,55,Female,Urban,Hyundai,4,Third-Party,1,201,6,4,Television,884,1
732,0.0,50,Female,Suburban,Volkswagen,16,Comprehensive,1,118,6,9,Social Media,745,3
154,0.0,39,Female,Rural,Mercedes,4,Collision,2,251,12,0,Social Media,145,2
1011,0.0,61,Male,Urban,Honda,2,Comprehensive,0,121,12,8,Television,1160,2
1135,0.0,54,Male,Suburban,Nissan,8,Liability,4,173,12,1,Agent,949,2
756,0.0,30,Male,Suburban,Kia,8,Liability,2,358,12,6,Agent,847,0
1079,0.0,44,Female,Suburban,Mercedes,3,Comprehensive,4,58,12,2,Television,947,0
614,0.0,32,Male,Urban,Volkswagen,19,Collision,1,374,12,9,Online,654,4
336,0.0,39,Other,Urban,Mercedes,10,Liability,2,54,6,5,Television,225,2
1402,0.0,47,Female,Urban,Kia,16,Liability,2,151,12,4,Referral,1372,1
447,0.0,60,Other,Suburban,Chevrolet,13,Comprehensive,2,330,6,5,Referral,521,0
726,0.0,57,Female,Urban,Kia,9,Collision,1,151,12,9,Online,603,3
1227,0.0,54,Male,Rural,Nissan,4,Collision,1,386,12,4,Online,1373,3
729,0.0,51,Female,Urban,Nissan,16,Collision,3,167,6,8,Referral,648,2
1371,0.0,61,Other,Urban,Volkswagen,15,Liability,1,147,12,7,Television,1336,4
463,0.0,51,Female,Rural,Ford,0,Collision,1,342,12,0,Agent,544,2
420,0.0,65,Other,Urban,Mercedes,9,Comprehensive,4,196,6,8,Referral,325,3
385,0.0,52,Male,Urban,Honda,11,Liability,1,123,6,1,Television,399,3
248,0.0,59,Other,Urban,Volkswagen,17,Collision,0,227,12,4,Referral,409,4
1207,0.0,36,Male,Urban,Chevrolet,0,Third-Party,4,332,12,5,Agent,1323,0
505,0.0,25,Other,Suburban,Chevrolet,11,Collision,3,483,6,9,Referral,626,4
1077,0.0,56,Male,Urban,Ford,19,Collision,0,453,12,0,Referral,1081,1
555,0.0,50,Other,Rural,Mercedes,5,Liability,3,193,12,6,Agent,494,3
899,0.0,61,Male,Rural,Mercedes,7,Comprehensive,2,348,6,7,Social Media,927,1
1284,0.0,45,Male,Suburban,Toyota,13,Third-Party,2,452,12,0,Referral,1443,3
1112,0.0,54,Male,Urban,Volkswagen,4,Liability,2,78,12,9,Referral,1203,3
883,0.0,65,Other,Rural,Honda,3,Collision,1,7,6,3,Referral,1006,2
559,0.0,42,Other,Suburban,Toyota,15,Liability,1,353,6,1,Online,655,3
837,0.0,53,Male,Urban,Kia,5,Liability,4,372,12,4,Online,792,3
608,0.0,34,Female,Suburban,Toyota,2,Third-Party,0,54,6,1,Agent,610,3
580,0.0,41,Male,Urban,Toyota,3,Collision,0,36,12,8,Television,614,3
213,0.0,38,Female,Suburban,BMW,7,Liability,2,345,12,8,Online,242,2
848,0.0,19,Male,Suburban,BMW,13,Comprehensive,2,456,6,9,Agent,932,2
460,0.0,48,Other,Rural,Toyota,6,Third-Party,1,248,12,4,Online,274,1
440,0.0,61,Female,Rural,BMW,3,Liability,3,199,12,4,Television,580,1
869,0.0,50,Other,Suburban,Nissan,18,Third-Party,0,269,12,3,Online,810,1
860,0.0,47,Female,Urban,BMW,10,Liability,0,431,6,0,Social Media,803,4
1068,0.0,29,Female,Urban,Hyundai,14,Liability,3,88,12,9,Television,1151,2
548,0.0,61,Female,Urban,Chevrolet,15,Liability,0,225,12,2,Television,553,2
934,0.0,29,Female,Urban,Hyundai,5,Comprehensive,0,322,12,3,Online,769,0
1303,0.0,68,Other,Urban,Volkswagen,11,Comprehensive,1,159,12,6,Online,1496,0
1319,0.0,66,Female,Rural,Toyota,7,Comprehensive,0,419,6,6,Referral,1293,0
410,0.0,69,Male,Suburban,Chevrolet,9,Liability,2,494,12,6,Referral,391,1
361,0.0,41,Male,Rural,Nissan,10,Comprehensive,2,388,6,6,Television,553,3
505,0.0,41,Female,Urban,Toyota,8,Third-Party,4,334,12,3,Referral,524,4
242,0.0,28,Other,Suburban,Volkswagen,16,Comprehensive,1,121,6,8,Referral,311,2
441,0.0,30,Other,Urban,Ford,13,Third-Party,1,475,6,3,Referral,622,1
1439,0.0,44,Female,Urban,Volkswagen,2,Collision,2,273,12,5,Social Media,1321,4
1224,0.0,25,Other,Suburban,Chevrolet,8,Collision,1,236,12,0,Referral,1080,2
343,0.0,27,Other,Urban,Volkswagen,19,Comprehensive,1,266,12,0,Referral,219,4
589,0.0,25,Other,Rural,Toyota,17,Comprehensive,4,329,6,5,Social Media,767,4
111,0.0,37,Female,Rural,BMW,16,Third-Party,3,131,12,0,Online,89,2
1362,0.0,25,Male,Rural,Hyundai,4,Liability,0,381,6,0,Television,1518,4
660,0.0,26,Male,Urban,Nissan,19,Third-Party,4,403,12,5,Agent,754,0
141,0.0,24,Male,Rural,Honda,5,Collision,3,388,6,7,Online,248,0
777,0.0,31,Male,Urban,Chevrolet,2,Liability,0,446,12,8,Social Media,895,4
693,0.0,45,Male,Urban,Kia,15,Third-Party,2,181,12,5,Social Media,809,1
1281,0.0,19,Other,Rural,Nissan,14,Comprehensive,3,192,12,0,Television,1403,3
1339,0.0,60,Other,Rural,Mercedes,7,Collision,0,460,6,6,Referral,1465,2
233,0.0,25,Other,Urban,Chevrolet,8,Collision,4,109,12,1,Agent,60,1
1190,0.0,30,Female,Urban,Honda,3,Comprehensive,0,213,6,6,Agent,1003,3
1130,0.0,38,Other,Urban,Ford,12,Third-Party,1,239,12,9,Agent,1175,2
1047,0.0,64,Male,Urban,Kia,2,Comprehensive,0,140,6,9,Online,1011,3
172,0.0,45,Other,Rural,Hyundai,6,Third-Party,2,462,6,3,Social Media,83,2
498,0.0,52,Male,Urban,Honda,15,Collision,4,72,12,0,Agent,477,0
677,0.0,40,Other,Urban,Nissan,16,Comprehensive,3,2,6,8,Agent,498,1
958,0.0,63,Male,Urban,Toyota,16,Collision,0,1,6,0,Referral,980,3
229,0.0,32,Other,Urban,Volkswagen,18,Collision,4,395,12,6,Online,285,0
1030,0.0,19,Male,Urban,Toyota,19,Liability,2,343,6,5,Social Media,1068,1
1329,0.0,68,Male,Suburban,Ford,16,Comprehensive,3,209,12,6,Television,1332,4
365,0.0,29,Female,Suburban,Toyota,1,Collision,0,311,12,9,Referral,386,1
892,0.0,69,Other,Suburban,Chevrolet,4,Third-Party,2,57,12,0,Referral,745,1
352,0.0,53,Male,Rural,Ford,15,Comprehensive,1,483,6,0,Referral,325,0
921,0.0,20,Other,Urban,Toyota,10,Third-Party,4,216,6,5,Agent,832,0
1412,0.0,22,Male,Rural,Toyota,5,Third-Party,4,435,6,7,Television,1296,3
263,0.0,20,Female,Urban,Ford,10,Third-Party,0,398,12,2,Online,310,3
194,0.0,64,Female,Suburban,Mercedes,0,Comprehensive,2,256,6,9,Social Media,61,4
932,0.0,36,Female,Urban,Ford,18,Third-Party,3,455,12,1,Online,858,0
1233,0.0,19,Female,Rural,Ford,2,Comprehensive,3,112,6,3,Referral,1226,0
435,0.0,61,Male,Rural,Volkswagen,7,Liability,3,484,12,7,Television,369,1
921,0.0,54,Other,Urban,BMW,17,Third-Party,3,70,6,8,Online,821,1
337,0.0,34,Female,Rural,Volkswagen,12,Comprehensive,0,482,6,5,Online,207,4
480,0.0,31,Female,Suburban,Volkswagen,0,Third-Party,0,101,12,6,Referral,345,1
998,0.0,45,Female,Urban,Ford,19,Collision,4,44,6,0,Referral,1001,1
582,0.0,44,Other,Suburban,Nissan,16,Third-Party,2,143,6,4,Online,766,3
1001,0.0,27,Male,Suburban,Hyundai,4,Collision,1,122,12,5,Online,931,4
1148,0.0,20,Male,Rural,Volkswagen,11,Collision,0,272,12,9,Agent,948,3
1240,0.0,53,Male,Urban,Hyundai,10,Third-Party,3,229,6,5,Television,1074,4
581,0.0,55,Male,Suburban,Volkswagen,17,Third-Party,1,29,6,5,Referral,652,3
1016,0.0,42,Other,Suburban,Chevrolet,7,Collision,4,292,12,6,Social Media,951,3
1093,0.0,39,Other,Urban,Kia,12,Liability,3,273,6,3,Social Media,1041,4
1063,0.0,65,Other,Rural,Nissan,1,Comprehensive,2,483,6,4,Referral,1123,1
636,0.0,56,Female,Suburban,Hyundai,15,Third-Party,1,203,6,5,Television,747,2
1202,0.0,64,Other,Urban,Hyundai,11,Collision,4,475,12,8,Social Media,1288,0
1296,0.0,47,Male,Urban,Chevrolet,7,Comprehensive,0,239,6,3,Agent,1346,4
1135,0.0,38,Other,Suburban,Nissan,3,Third-Party,2,266,6,3,Referral,1024,2
227,0.0,47,Female,Suburban,Mercedes,13,Comprehensive,3,59,12,6,Social Media,283,3
191,0.0,45,Male,Suburban,Honda,8,Collision,1,442,12,0,Social Media,205,1
642,0.0,48,Other,Rural,Kia,10,Third-Party,4,234,12,6,Referral,838,3
945,0.0,69,Male,Rural,Mercedes,15,Liability,1,246,6,7,Television,776,4
1088,0.0,43,Male,Urban,Volkswagen,5,Comprehensive,2,453,6,1,Referral,971,2
546,0.0,60,Other,Urban,Ford,11,Third-Party,0,153,12,3,Online,652,3
489,0.0,39,Other,Suburban,Honda,18,Comprehensive,0,79,12,3,Social Media,380,1
771,0.0,38,Female,Urban,Volkswagen,15,Comprehensive,2,37,12,9,Online,961,4
142,0.0,18,Other,Rural,Chevrolet,12,Third-Party,3,136,6,9,Television,321,4
353,0.0,54,Other,Urban,Chevrolet,3,Third-Party,1,465,12,5,Online,210,3
1253,0.0,30,Other,Urban,Ford,11,Third-Party,3,224,12,6,Television,1340,1
1183,0.0,38,Male,Suburban,Kia,3,Collision,4,241,6,6,Referral,1000,4
762,0.0,63,Female,Suburban,Toyota,16,Third-Party,3,210,6,3,Agent,735,4
566,0.0,26,Male,Rural,Nissan,13,Comprehensive,2,456,12,2,Agent,730,3
386,0.0,34,Other,Urban,Chevrolet,16,Third-Party,0,45,12,3,Referral,193,2
1110,0.0,64,Female,Urban,Mercedes,0,Collision,2,171,12,8,Social Media,1130,0
877,0.0,38,Other,Urban,Volkswagen,19,Collision,2,41,12,9,Television,1016,1
444,0.0,48,Male,Suburban,Nissan,0,Third-Party,1,456,12,6,Online,525,4
741,0.0,56,Male,Rural,Nissan,1,Comprehensive,2,491,12,2,Agent,558,4
481,0.0,39,Other,Urban,Mercedes,16,Collision,4,452,12,2,Online,582,4
789,0.0,29,Female,Urban,Chevrolet,0,Comprehensive,1,22,6,4,Online,969,2
1376,0.0,23,Male,Urban,Chevrolet,11,Liability,1,498,6,7,Online,1305,0
1179,0.0,33,Other,Urban,Hyundai,12,Collision,3,361,12,4,Social Media,1027,3
556,0.0,43,Other,Rural,BMW,13,Liability,2,289,12,5,Agent,699,1
1082,0.0,22,Other,Rural,Hyundai,9,Collision,3,229,6,8,Online,1116,2
182,0.0,26,Female,Rural,Hyundai,11,Comprehensive,3,405,12,8,Online,245,4
1222,0.0,63,Other,Suburban,Chevrolet,17,Liability,1,196,6,5,Agent,1299,0
248,0.0,57,Other,Urban,Ford,6,Comprehensive,3,192,6,4,Online,145,0
1452,0.0,31,Male,Urban,Ford,18,Collision,3,153,12,7,Television,1350,0
1279,0.0,61,Other,Urban,Hyundai,14,Comprehensive,1,465,12,0,Agent,1277,3
289,0.0,59,Female,Urban,Hyundai,6,Liability,1,54,12,2,Online,166,1
982,0.0,47,Other,Rural,Honda,13,Third-Party,0,473,6,5,Social Media,938,4
362,0.0,69,Female,Suburban,BMW,8,Third-Party,2,254,12,7,Television,168,2
1203,0.0,69,Other,Suburban,BMW,4,Collision,0,14,12,5,Referral,1386,2
499,0.0,43,Other,Urban,Ford,0,Third-Party,1,449,12,9,Social Media,509,2
863,0.0,62,Other,Rural,Ford,15,Collision,4,180,6,5,Referral,943,2
708,0.0,46,Female,Suburban,Kia,4,Comprehensive,3,78,6,3,Referral,515,4
1383,0.0,36,Male,Suburban,Toyota,7,Comprehensive,3,10,6,6,Online,1569,1
884,0.0,64,Female,Urban,Ford,18,Liability,1,57,6,6,Television,970,4
200,0.0,25,Male,Suburban,Nissan,19,Liability,3,492,12,0,Online,235,2
1482,0.0,40,Female,Urban,Toyota,11,Third-Party,0,467,12,2,Social Media,1349,1
919,0.0,59,Other,Rural,Toyota,7,Comprehensive,3,238,6,8,Referral,1006,3
1344,0.0,52,Other,Urban,Hyundai,7,Liability,4,297,12,5,Online,1278,1
919,0.0,48,Male,Suburban,Ford,5,Third-Party,2,336,12,3,Social Media,860,3
519,0.0,52,Male,Urban,Chevrolet,19,Collision,0,196,6,7,Social Media,515,4
223,0.0,49,Female,Urban,Honda,8,Liability,2,160,6,6,Referral,34,3
521,0.0,22,Female,Urban,Chevrolet,1,Liability,2,498,6,9,Online,357,3
1354,0.0,33,Male,Urban,Nissan,17,Third-Party,4,171,6,5,Television,1436,1
1186,0.0,34,Male,Urban,Kia,0,Liability,4,344,6,3,Social Media,1070,4
867,0.0,49,Female,Urban,Ford,10,Third-Party,4,134,6,3,Online,1043,1
582,0.0,55,Male,Suburban,Ford,14,Liability,4,225,6,7,Television,458,0
618,0.0,49,Male,Urban,Hyundai,11,Comprehensive,0,372,6,2,Referral,506,3
254,0.0,69,Male,Suburban,Mercedes,2,Comprehensive,4,462,12,8,Television,87,1
191,0.0,37,Male,Urban,Nissan,18,Comprehensive,0,307,6,7,Referral,288,4
1081,0.0,65,Other,Rural,BMW,19,Liability,3,268,12,3,Social Media,1200,1
554,0.0,19,Other,Urban,BMW,18,Third-Party,2,31,6,2,Agent,589,0
697,0.0,37,Male,Suburban,Chevrolet,9,Comprehensive,3,294,6,3,Agent,544,3
609,0.0,64,Female,Suburban,Volkswagen,15,Collision,3,77,6,1,Social Media,425,0
1306,0.0,35,Other,Rural,Nissan,5,Liability,1,318,6,5,Television,1254,0
485,0.0,18,Female,Urban,Kia,8,Third-Party,3,19,6,2,Agent,555,3
504,0.0,46,Female,Rural,Ford,7,Liability,3,15,6,2,Referral,329,0
345,0.0,46,Other,Urban,Ford,15,Third-Party,1,157,12,0,Social Media,243,3
841,0.0,36,Female,Urban,Mercedes,7,Third-Party,3,104,6,7,Online,986,3
760,0.0,61,Female,Suburban,Toyota,17,Liability,1,402,6,7,Agent,699,2
749,0.0,57,Male,Rural,Nissan,4,Collision,0,213,12,8,Television,570,4
1000,0.0,23,Male,Rural,Volkswagen,19,Collision,2,356,12,4,Social Media,1027,1
164,0.0,61,Male,Suburban,Kia,11,Liability,4,73,6,3,Agent,317,1
1136,0.0,56,Other,Suburban,Volkswagen,5,Comprehensive,3,71,12,8,Agent,1148,4
312,0.0,67,Male,Rural,Honda,1,Comprehensive,0,220,12,2,Social Media,464,0
341,0.0,63,Female,Suburban,Nissan,3,Third-Party,2,333,6,3,Online,214,4
592,0.0,25,Female,Urban,Toyota,15,Comprehensive,0,202,12,7,Social Media,782,3
1336,0.0,41,Female,Rural,Honda,13,Liability,1,413,12,1,Online,1386,3
437,0.0,37,Female,Rural,Mercedes,16,Liability,0,224,6,2,Social Media,427,1
272,0.0,31,Female,Suburban,Hyundai,18,Collision,3,361,6,2,Referral,99,2
771,0.0,22,Other,Urban,BMW,3,Comprehensive,3,417,12,7,Referral,866,0
263,0.0,58,Female,Rural,BMW,17,Comprehensive,4,422,12,1,Social Media,156,4
564,0.0,57,Other,Rural,Hyundai,11,Third-Party,4,48,12,7,Online,669,3
1094,0.0,51,Female,Urban,Hyundai,1,Liability,3,100,12,6,Agent,1263,3
596,0.0,33,Other,Suburban,Mercedes,5,Liability,0,375,12,0,Social Media,760,2
799,0.0,62,Other,Suburban,BMW,5,Liability,3,489,6,7,Agent,692,3
494,0.0,24,Female,Suburban,Kia,2,Collision,0,228,12,0,Social Media,559,4
802,0.0,33,Female,Suburban,Ford,7,Collision,3,132,12,8,Television,882,1
407,0.0,24,Female,Urban,Volkswagen,11,Collision,2,360,12,0,Online,602,1
282,0.0,44,Female,Urban,Volkswagen,2,Liability,0,298,6,4,Television,456,0
728,0.0,31,Male,Rural,Nissan,1,Liability,1,46,6,7,Television,528,4
609,0.0,31,Male,Rural,Volkswagen,0,Comprehensive,1,186,12,3,Online,481,3
645,0.0,61,Other,Urban,Honda,17,Liability,4,196,6,5,Social Media,656,3
723,0.0,50,Other,Rural,Honda,17,Liability,2,254,6,0,Online,816,4
693,0.0,50,Male,Urban,Ford,7,Collision,1,400,12,2,Online,574,1
843,0.0,61,Other,Suburban,Toyota,13,Comprehensive,3,18,6,4,Referral,863,3
1350,0.0,37,Female,Urban,Honda,12,Liability,1,429,12,1,Referral,1314,3
653,0.0,64,Other,Urban,Honda,14,Third-Party,3,372,12,0,Agent,821,4
120,0.0,53,Other,Rural,Nissan,14,Collision,2,311,12,8,Online,315,0
653,0.0,24,Other,Urban,Kia,12,Third-Party,4,153,6,7,Television,548,4
496,0.0,49,Male,Suburban,Hyundai,3,Comprehensive,1,193,12,2,Television,307,3
724,0.0,65,Male,Suburban,Toyota,3,Collision,4,397,12,5,Referral,579,4
204,0.0,20,Other,Rural,Volkswagen,4,Comprehensive,2,435,12,7,Online,360,4
291,0.0,56,Female,Rural,Toyota,2,Liability,0,91,6,5,Social Media,294,0
116,0.0,46,Other,Urban,Honda,11,Collision,2,387,12,7,Referral,227,1
1243,0.0,41,Male,Rural,Chevrolet,19,Comprehensive,2,130,12,2,Referral,1149,4
492,0.0,39,Female,Suburban,Volkswagen,11,Comprehensive,2,334,6,3,Television,324,4
524,0.0,23,Other,Rural,Toyota,19,Comprehensive,0,405,12,7,Social Media,482,0
228,0.0,65,Male,Rural,Ford,6,Third-Party,0,367,6,9,Social Media,217,3
1253,0.0,41,Female,Suburban,BMW,6,Collision,2,489,12,9,Television,1054,2
671,0.0,57,Other,Urban,Mercedes,0,Comprehensive,0,49,6,7,Television,522,2
128,0.0,40,Male,Urban,BMW,11,Collision,3,447,6,5,Television,8,3
1220,0.0,55,Female,Rural,Honda,2,Liability,2,466,12,9,Social Media,1148,3
1133,0.0,27,Other,Suburban,Kia,14,Liability,1,225,6,5,Social Media,1240,3
341,0.0,33,Female,Suburban,Nissan,8,Comprehensive,3,265,12,8,Referral,491,1
331,0.0,28,Female,Suburban,Toyota,19,Collision,2,183,12,7,Agent,510,1
888,0.0,49,Female,Urban,Ford,8,Comprehensive,1,353,6,2,Referral,780,0
1407,0.0,62,Male,Suburban,Hyundai,13,Comprehensive,1,15,12,6,Online,1338,3
814,0.0,23,Other,Suburban,Chevrolet,2,Third-Party,4,292,12,8,Agent,969,4
858,0.0,41,Female,Urban,Volkswagen,7,Collision,4,99,12,9,Social Media,665,3
901,0.0,50,Female,Suburban,Hyundai,5,Third-Party,1,496,12,2,Referral,1056,3
875,0.0,68,Female,Urban,Nissan,11,Comprehensive,2,492,12,8,Social Media,823,4
825,0.0,29,Male,Rural,Toyota,1,Third-Party,2,438,6,4,Agent,955,0
299,0.0,44,Female,Rural,BMW,2,Third-Party,2,277,12,9,Social Media,494,3
1044,0.0,55,Male,Rural,Mercedes,13,Third-Party,2,377,6,8,Referral,1061,4
178,0.0,35,Male,Rural,Volkswagen,16,Liability,1,287,12,0,Agent,324,2
1055,0.0,62,Female,Rural,Kia,2,Liability,0,427,12,3,Referral,1144,2
955,0.0,56,Female,Urban,Volkswagen,3,Third-Party,0,80,6,8,Referral,956,4
1296,0.0,30,Male,Urban,Hyundai,14,Collision,2,328,12,8,Social Media,1345,3
566,0.0,57,Male,Urban,Hyundai,6,Liability,4,251,12,5,Agent,724,1
680,0.0,47,Female,Suburban,Chevrolet,18,Third-Party,1,179,6,9,Social Media,812,1
1039,0.0,66,Male,Rural,Mercedes,13,Comprehensive,0,32,6,5,Agent,1042,3
548,0.0,58,Male,Suburban,Honda,15,Liability,1,119,6,2,Online,428,4
186,0.0,69,Female,Suburban,Toyota,12,Comprehensive,4,96,12,9,Online,53,0
200,0.0,30,Female,Suburban,Mercedes,19,Third-Party,1,385,6,4,Agent,63,1
1131,0.0,51,Other,Rural,Toyota,16,Third-Party,4,13,12,7,Social Media,1033,2
944,0.0,53,Female,Suburban,Hyundai,16,Third-Party,4,100,6,1,Television,771,0
1323,0.0,47,Female,Rural,Mercedes,9,Comprehensive,3,316,12,1,Agent,1419,2
186,0.0,42,Female,Rural,Toyota,6,Liability,4,224,6,3,Referral,69,3
142,0.0,19,Other,Rural,Honda,19,Third-Party,3,320,6,8,Online,13,0
507,0.0,53,Male,Suburban,Toyota,16,Collision,4,238,6,4,Agent,609,3
763,0.0,35,Female,Rural,Ford,11,Third-Party,4,85,6,2,Agent,833,1
1140,0.0,22,Female,Rural,Mercedes,10,Liability,1,29,6,7,Agent,1290,3
247,0.0,36,Other,Urban,Nissan,9,Liability,3,282,6,6,Referral,250,1
376,0.0,59,Other,Suburban,Toyota,7,Collision,0,63,12,8,Social Media,324,1
331,0.0,35,Other,Urban,Kia,14,Third-Party,0,288,12,9,Television,178,4
465,0.0,49,Male,Urban,BMW,17,Liability,1,308,6,5,Referral,431,3
1351,0.0,38,Other,Suburban,Mercedes,12,Liability,0,79,12,1,Television,1438,0
535,0.0,27,Male,Urban,Chevrolet,15,Liability,0,393,6,0,Online,340,0
498,0.0,54,Female,Rural,Mercedes,12,Comprehensive,4,154,6,4,Television,641,4
1334,0.0,66,Female,Urban,BMW,3,Liability,2,164,6,6,Television,1485,3
598,0.0,39,Female,Urban,Nissan,10,Liability,2,385,6,6,Online,581,4
639,0.0,30,Other,Rural,Chevrolet,18,Comprehensive,0,349,12,1,Referral,802,1
662,0.0,34,Female,Urban,Toyota,7,Third-Party,1,365,6,5,Referral,682,3
541,0.0,26,Other,Rural,Ford,9,Collision,1,298,6,0,Online,349,0
1384,0.0,41,Male,Suburban,Mercedes,11,Comprehensive,3,210,6,0,Referral,1580,1
872,0.0,61,Female,Urban,Kia,19,Comprehensive,1,402,12,1,Social Media,914,4
449,0.0,31,Male,Suburban,Ford,10,Comprehensive,1,370,6,4,Television,275,4
1475,0.0,63,Other,Urban,BMW,19,Liability,4,98,12,9,Referral,1375,4
619,0.0,25,Other,Rural,Chevrolet,3,Third-Party,4,266,12,9,Television,554,3
1443,0.0,54,Female,Urban,Nissan,18,Third-Party,0,51,6,1,Referral,1423,4
237,0.0,36,Female,Suburban,Chevrolet,19,Third-Party,1,125,12,9,Television,102,1
1091,0.0,45,Other,Rural,Nissan,9,Collision,2,121,6,2,Online,1124,3
467,0.0,63,Female,Rural,Volkswagen,14,Third-Party,1,31,6,8,Online,270,3
1343,0.0,58,Female,Suburban,Nissan,12,Collision,1,335,6,4,Online,1412,1
1460,0.0,47,Male,Suburban,Ford,12,Liability,0,464,6,2,Social Media,1284,0
1346,0.0,24,Other,Urban,Toyota,17,Third-Party,2,284,12,4,Social Media,1314,3
459,0.0,43,Male,Urban,BMW,6,Collision,0,467,12,2,Online,460,1
1020,0.0,57,Female,Rural,Nissan,13,Liability,1,291,12,4,Television,1019,3
428,0.0,63,Male,Suburban,Toyota,4,Liability,2,430,6,9,Online,361,0
1061,0.0,63,Other,Suburban,Volkswagen,8,Collision,1,87,6,5,Online,1121,0
562,0.0,28,Male,Urban,Honda,16,Liability,0,170,12,8,Agent,538,2
1045,0.0,31,Male,Urban,Nissan,4,Liability,0,367,6,1,Social Media,881,3
1062,0.0,38,Female,Rural,Honda,15,Third-Party,4,307,12,2,Social Media,944,3
935,0.0,25,Other,Suburban,Chevrolet,8,Collision,2,308,6,5,Online,1043,1
268,0.0,20,Female,Suburban,Volkswagen,16,Liability,4,67,12,1,Online,244,1
316,0.0,45,Female,Suburban,Ford,17,Comprehensive,2,132,6,7,Agent,327,2
477,0.0,46,Other,Suburban,Mercedes,2,Comprehensive,3,82,12,9,Agent,403,1
218,0.0,40,Male,Urban,Kia,4,Liability,2,175,6,6,Social Media,155,0
289,0.0,35,Female,Urban,Hyundai,16,Third-Party,1,370,12,0,Social Media,298,4
866,0.0,52,Male,Urban,Kia,19,Comprehensive,2,407,6,4,Social Media,932,3
469,0.0,30,Other,Rural,Hyundai,3,Third-Party,4,379,6,4,Social Media,347,2
248,0.0,29,Female,Suburban,BMW,3,Liability,0,381,6,0,Television,143,3
751,0.0,64,Male,Urban,Honda,6,Collision,0,111,12,5,Online,689,2
869,0.0,67,Male,Suburban,Mercedes,7,Liability,2,256,6,1,Television,912,4
473,0.0,22,Female,Urban,Hyundai,1,Liability,3,354,6,2,Referral,493,2
880,0.0,56,Other,Rural,Mercedes,9,Comprehensive,0,257,12,4,Social Media,974,2
259,0.0,28,Male,Urban,Chevrolet,4,Collision,0,393,12,5,Social Media,443,4
450,0.0,28,Other,Rural,BMW,16,Third-Party,0,190,6,1,Online,313,1
1411,0.0,64,Female,Suburban,Nissan,6,Third-Party,3,58,12,3,Social Media,1257,0
1411,0.0,59,Male,Urban,Kia,1,Collision,4,261,12,2,Social Media,1557,2
